date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,WS2M
2015-03-21,29.0,37.06,23.23,0.1,59.94,25.38,2.53
2015-03-22,29.72,38.37,23.32,0.0,59.08,24.45,2.06
2015-03-23,30.16,38.54,23.19,0.0,60.35,22.93,1.98
2015-03-24,29.88,37.72,24.26,0.0,62.58,23.18,2.47
2015-03-25,29.62,37.06,23.82,0.0,61.72,21.92,2.69
2015-03-26,29.38,37.02,23.52,0.02,62.87,23.06,2.58
2015-03-27,29.55,37.01,24.17,0.03,62.29,23.74,3.08
2015-03-28,29.47,36.58,24.37,0.13,66.39,23.47,2.83
2015-03-29,29.89,37.14,24.46,0.11,64.26,24.79,2.72
2015-03-30,30.25,37.16,25.35,0.06,63.41,22.69,2.61
2015-03-31,29.99,36.41,25.79,0.4,66.76,19.68,2.38
2015-04-01,30.61,37.29,26.18,0.7,62.8,20.42,2.32
2015-04-02,31.34,38.43,25.92,0.34,60.54,23.48,2.44
2015-04-03,32.53,40.34,26.27,0.14,56.63,24.52,2.61
2015-04-04,32.44,39.15,27.59,0.35,58.01,22.52,2.86
2015-04-05,32.19,38.72,28.16,0.21,59.38,23.44,3.19
2015-04-06,31.66,38.62,27.25,0.09,59.21,24.37,3.03
2015-04-07,30.6,35.18,27.23,0.23,64.7,25.95,2.47
2015-04-08,29.76,33.07,27.19,0.92,68.45,20.92,1.95
2015-04-09,29.44,33.74,26.46,0.89,69.29,23.46,2.25
2015-04-10,30.63,36.98,26.34,0.37,65.42,24.84,2.44
2015-04-11,31.1,38.47,25.35,0.61,61.79,25.43,2.59
2015-04-12,29.68,33.17,27.14,3.46,67.67,23.45,2.06
2015-04-13,28.61,33.05,25.84,7.63,70.22,20.08,2.43
2015-04-14,28.86,34.58,25.35,9.65,67.24,24.67,1.74
2015-04-15,28.2,32.28,25.17,13.18,73.72,19.08,2.45
2015-04-16,27.99,31.27,25.42,8.33,75.18,18.33,1.76
2015-04-17,28.87,34.15,24.37,11.29,71.87,22.69,1.94
2015-04-18,29.04,33.92,25.43,5.78,70.69,25.35,1.44
2015-04-19,30.21,36.48,25.84,0.06,65.19,25.32,1.69
2015-04-20,30.08,36.61,25.35,0.53,65.19,24.4,2.12
2015-04-21,28.85,32.29,26.32,1.43,72.89,18.89,1.64
2015-04-22,28.42,31.73,25.71,1.11,76.3,24.93,1.65
2015-04-23,30.09,35.99,25.8,0.64,70.74,25.35,2.82
2015-04-24,30.19,35.8,26.25,7.55,71.05,23.17,2.44
2015-04-25,29.23,33.96,26.31,6.42,66.03,19.89,2.08
2015-04-26,29.95,36.09,24.86,1.14,63.95,19.83,2.22
2015-04-27,29.78,35.3,25.72,1.24,67.72,14.9,2.14
2015-04-28,30.56,37.01,25.51,0.26,64.58,26.0,1.82
2015-04-29,31.09,37.95,25.69,0.13,63.66,25.61,2.56
2015-04-30,30.75,36.53,26.23,0.42,67.51,25.11,2.44
2015-05-01,30.4,35.42,26.75,0.26,70.03,23.73,2.27
2015-05-02,31.11,37.98,25.66,0.22,65.63,23.25,2.81
2015-05-03,29.97,33.91,26.89,0.31,72.27,21.7,1.8
2015-05-04,29.91,34.53,26.5,1.09,70.66,18.67,2.21
2015-05-05,30.28,35.75,26.36,1.17,65.62,21.56,1.71
2015-05-06,29.99,34.54,26.55,0.3,67.07,22.42,1.72
2015-05-07,29.69,34.02,26.48,1.44,69.01,19.72,2.06
2015-05-08,30.83,36.4,25.28,1.64,64.55,23.81,1.5
2015-05-09,30.24,34.03,27.04,4.4,70.81,22.8,1.97
2015-05-10,30.49,35.82,26.35,3.11,65.25,15.15,2.16
2015-05-11,29.51,33.6,26.44,7.33,60.43,12.05,1.54
2015-05-12,29.97,36.02,25.61,2.31,61.72,12.78,1.73
2015-05-13,27.28,29.79,25.49,21.28,82.16,16.27,2.09
2015-05-14,28.13,32.32,24.52,25.42,76.94,15.42,1.91
2015-05-15,28.54,31.56,26.28,11.51,81.39,13.79,1.05
2015-05-16,27.99,30.62,26.37,16.19,86.65,5.34,2.58
2015-05-17,27.44,30.04,26.02,1.22,85.08,13.92,3.55
2015-05-18,29.5,35.09,24.53,0.72,73.19,17.72,3.77
2015-05-19,29.44,34.18,26.18,0.54,77.05,22.04,3.99
2015-05-20,30.02,35.24,25.78,0.39,73.4,24.29,4.12
2015-05-21,30.7,36.52,25.83,0.2,69.3,24.13,4.36
2015-05-22,30.53,35.84,25.88,0.03,70.58,22.59,4.05
2015-05-23,29.98,34.04,26.99,0.03,71.49,23.01,4.3
2015-05-24,30.73,36.81,25.8,0.06,65.54,21.95,4.21
2015-05-25,31.2,36.94,26.7,0.05,66.54,24.91,3.1
2015-05-26,30.49,35.11,26.83,0.55,68.99,22.38,3.06
2015-05-27,28.14,30.68,25.34,13.86,74.46,19.79,3.74
2015-05-28,29.36,36.87,22.07,6.17,62.01,10.14,3.6
2015-05-29,30.22,36.11,25.36,0.82,68.84,23.07,3.22
2015-05-30,30.62,36.05,26.56,0.52,71.19,23.14,2.69
2015-05-31,30.36,35.33,26.72,1.42,71.31,20.61,3.76
2015-06-01,29.47,33.75,26.18,1.64,72.84,16.15,3.15
2015-06-02,29.52,35.08,25.19,2.05,71.16,19.36,2.64
2015-06-03,30.03,35.17,25.46,0.83,71.58,20.6,2.24
2015-06-04,29.6,33.87,26.33,4.17,74.79,20.68,2.17
2015-06-05,27.83,30.19,26.18,17.49,85.36,22.61,2.2
2015-06-06,29.09,33.45,25.77,2.88,75.85,23.72,1.91
2015-06-07,29.84,34.52,26.13,0.65,73.55,25.32,3.11
2015-06-08,29.9,35.93,24.87,0.41,67.76,24.25,3.56
2015-06-09,29.1,34.19,24.51,0.74,70.34,24.7,2.84
2015-06-10,27.95,31.1,25.82,3.94,77.0,22.65,3.0
2015-06-11,29.31,34.42,25.29,13.53,74.59,24.01,3.09
2015-06-12,28.43,32.37,25.43,1.11,73.68,21.47,3.52
2015-06-13,29.38,35.48,24.15,7.97,70.23,24.53,3.46
2015-06-14,29.73,35.88,24.51,0.71,66.89,24.15,3.73
2015-06-15,29.68,35.39,25.11,0.05,62.8,22.59,3.92
2015-06-16,28.34,33.21,24.92,2.29,66.31,20.1,3.94
2015-06-17,27.93,32.51,24.47,3.53,70.12,10.26,4.07
2015-06-18,29.09,35.11,24.11,1.85,66.47,11.21,3.84
2015-06-19,28.87,35.08,24.53,2.17,68.74,12.51,4.33
2015-06-20,29.75,35.85,24.69,0.09,66.72,20.81,5.06
2015-06-21,29.67,35.57,25.39,0.2,65.05,21.88,5.39
2015-06-22,30.42,36.75,25.46,0.0,64.13,21.28,4.92
2015-06-23,29.32,33.48,25.56,2.05,71.0,21.8,4.15
2015-06-24,30.17,36.17,25.4,0.25,67.0,23.49,4.36
2015-06-25,29.98,35.01,25.83,0.1,68.09,24.07,4.51
2015-06-26,29.54,35.01,25.91,0.08,62.99,16.15,5.93
2015-06-27,30.25,36.88,24.85,0.45,59.85,16.73,4.83
2015-06-28,30.68,36.5,25.72,0.42,64.3,22.77,3.5
2015-06-29,29.96,34.31,26.0,1.01,66.45,22.79,4.19
2015-06-30,30.64,37.54,24.57,0.66,59.98,22.47,2.92
2015-07-01,30.3,36.05,24.91,0.56,65.68,23.47,3.84
2015-07-02,31.0,37.07,25.92,0.11,61.79,23.53,3.51
2015-07-03,31.28,37.13,26.06,0.17,61.25,22.86,3.64
2015-07-04,31.08,36.45,26.59,0.21,62.17,23.4,3.92
2015-07-05,31.7,38.05,26.86,0.07,59.17,23.77,4.02
2015-07-06,31.61,38.16,26.7,0.01,55.41,23.83,4.99
2015-07-07,30.51,36.25,26.01,0.03,56.95,24.29,4.98
2015-07-08,31.25,38.28,26.13,0.05,56.93,21.7,4.33
2015-07-09,31.83,37.84,26.58,0.15,56.43,19.12,4.26
2015-07-10,30.42,34.59,26.91,0.15,62.86,20.02,4.35
2015-07-11,31.09,36.74,26.38,0.19,60.51,15.81,4.71
2015-07-12,31.5,38.33,26.27,0.79,57.06,23.28,3.01
2015-07-13,31.97,38.41,26.86,1.03,55.56,22.98,3.48
2015-07-14,31.43,36.57,27.05,0.32,58.71,19.1,2.93
2015-07-15,30.76,35.16,27.43,0.65,61.84,16.14,3.07
2015-07-16,30.9,35.89,26.81,0.27,58.97,21.09,3.96
2015-07-17,30.27,34.84,26.56,0.43,58.95,21.31,5.65
2015-07-18,30.6,36.9,25.81,1.43,56.95,20.39,5.21
2015-07-19,28.92,33.06,25.98,0.46,60.72,16.38,5.65
2015-07-20,30.35,37.1,24.21,0.3,58.37,20.45,4.38
2015-07-21,30.51,35.93,26.1,5.04,61.48,19.34,3.91
2015-07-22,29.9,35.35,25.49,2.17,65.76,19.57,3.28
2015-07-23,29.84,35.35,25.94,1.85,63.62,21.84,3.27
2015-07-24,30.02,35.85,25.21,0.55,61.63,24.4,3.87
2015-07-25,29.86,35.53,25.23,4.15,61.03,23.44,3.56
2015-07-26,29.46,34.74,24.87,1.54,61.38,20.89,3.35
2015-07-27,30.2,36.24,24.48,2.15,58.88,22.86,2.87
2015-07-28,30.4,36.28,25.41,3.5,60.96,23.79,2.39
2015-07-29,29.73,34.88,25.72,3.32,65.72,23.1,2.89
2015-07-30,30.18,35.87,25.86,0.52,61.18,22.98,3.23
2015-07-31,30.64,35.83,26.54,0.3,58.97,23.74,3.1
2015-08-01,30.62,35.73,26.22,0.88,61.11,18.37,1.92
2015-08-02,30.32,34.84,26.43,1.42,61.44,14.45,2.09
2015-08-03,29.72,33.99,26.17,4.62,65.35,19.48,2.95
2015-08-04,30.15,36.26,24.89,0.97,63.6,22.59,3.13
2015-08-05,30.13,35.43,25.25,0.29,55.69,21.87,4.16
2015-08-06,31.54,38.71,24.53,0.1,51.82,23.36,4.22
2015-08-07,31.92,37.95,26.4,0.27,53.25,20.86,4.18
2015-08-08,31.68,37.07,27.19,0.27,55.17,21.92,3.53
2015-08-09,31.86,37.71,26.81,0.18,53.54,22.34,4.26
2015-08-10,30.94,35.68,27.13,0.68,57.98,20.62,3.71
2015-08-11,30.65,35.62,26.62,0.36,58.95,20.12,3.22
2015-08-12,31.13,35.77,26.88,0.34,56.9,17.73,3.63
2015-08-13,31.79,37.39,26.84,0.14,53.91,20.31,3.56
2015-08-14,31.98,38.31,26.41,1.12,53.64,21.79,2.8
2015-08-15,31.93,38.12,27.41,1.06,57.34,23.27,2.53
2015-08-16,28.08,30.3,26.11,31.33,80.08,21.57,2.23
2015-08-17,28.96,33.65,24.91,2.84,73.09,23.55,1.96
2015-08-18,29.35,34.0,25.79,2.35,72.29,23.31,2.0
2015-08-19,29.02,33.28,26.07,1.38,74.0,22.08,2.85
2015-08-20,29.52,33.98,25.8,1.01,68.39,24.59,3.64
2015-08-21,29.55,34.34,25.64,6.23,70.16,13.24,2.69
2015-08-22,28.2,31.75,25.58,20.37,78.28,15.06,2.04
2015-08-23,28.95,34.44,24.41,5.26,69.55,21.59,2.55
2015-08-24,30.28,37.05,24.28,0.26,61.41,24.5,2.8
2015-08-25,31.04,37.41,25.79,0.09,60.42,24.69,2.31
2015-08-26,30.34,36.07,26.18,0.13,62.26,22.69,2.76
2015-08-27,29.83,34.76,25.61,1.75,64.9,15.95,2.89
2015-08-28,30.26,36.66,25.33,0.5,62.78,23.78,3.54
2015-08-29,31.24,37.67,25.39,0.08,59.85,24.46,3.04
2015-08-30,30.58,36.1,26.08,0.56,63.56,23.02,2.98
2015-08-31,30.78,35.86,26.36,0.34,63.76,22.62,2.34
2015-09-01,30.25,34.34,26.67,2.21,68.16,22.19,1.68
2015-09-02,29.88,34.57,26.33,4.16,71.86,20.0,1.33
2015-09-03,28.85,32.08,26.17,4.85,75.57,15.13,0.93
2015-09-04,29.2,33.35,25.78,0.53,74.33,22.22,1.49
2015-09-05,29.04,33.62,25.9,5.03,72.76,20.84,3.16
2015-09-06,28.2,32.05,25.58,7.88,77.36,22.52,3.85
2015-09-07,27.32,30.6,25.13,1.68,77.9,13.06,3.55
2015-09-08,29.25,35.6,23.92,0.23,63.19,21.3,3.57
2015-09-09,29.38,35.94,24.5,1.88,63.15,22.53,3.58
2015-09-10,29.71,35.29,25.15,0.34,64.25,17.91,3.08
2015-09-11,29.18,33.4,25.12,0.24,67.19,20.32,3.21
2015-09-12,30.01,35.68,24.99,0.65,63.62,20.31,2.89
2015-09-13,29.75,35.46,24.97,0.09,63.79,24.22,2.78
2015-09-14,30.81,37.68,25.15,0.04,54.58,22.61,4.29
2015-09-15,30.41,36.35,24.88,0.18,57.41,23.27,4.65
2015-09-16,30.93,37.52,25.63,0.19,58.75,20.66,4.3
2015-09-17,30.9,36.93,25.75,0.99,58.75,20.29,3.58
2015-09-18,30.52,35.76,26.09,0.37,60.63,19.21,2.97
2015-09-19,30.32,35.37,26.61,0.92,63.57,15.02,2.73
2015-09-20,30.6,35.76,26.46,0.76,64.24,19.01,2.44
2015-09-21,29.67,34.64,25.89,1.42,64.69,22.37,1.93
2015-09-22,30.74,36.86,25.67,0.54,65.32,21.62,2.24
2015-09-23,29.68,33.32,27.18,1.19,72.36,19.81,1.68
2015-09-24,29.46,35.27,26.23,0.7,68.69,21.66,3.13
2015-09-25,30.01,36.4,24.87,1.06,68.59,22.64,2.48
2015-09-26,30.66,36.83,25.93,1.1,67.62,23.23,2.16
2015-09-27,29.53,33.7,26.42,9.82,70.28,20.1,1.27
2015-09-28,29.27,34.5,25.49,7.2,72.89,17.63,1.56
2015-09-29,28.01,31.74,25.39,8.75,78.23,13.99,2.07
2015-09-30,27.41,30.88,24.61,7.03,77.73,17.03,1.69
2015-10-01,27.58,31.06,24.87,7.02,80.04,13.22,2.61
2015-10-02,28.51,33.45,25.21,15.78,77.94,21.27,3.24
2015-10-03,29.38,34.93,24.43,3.87,72.56,14.8,1.79
2015-10-04,27.69,30.12,25.84,8.82,83.54,17.01,1.1
2015-10-05,26.41,28.97,25.06,20.56,87.42,16.17,0.99
2015-10-06,28.35,33.62,23.99,8.47,73.77,20.85,2.15
2015-10-07,27.76,32.05,24.56,18.29,80.99,23.78,2.13
2015-10-08,27.54,31.08,24.86,3.2,82.82,19.26,2.38
2015-10-09,27.6,32.08,23.5,0.24,76.18,22.33,2.38
2015-10-10,28.47,33.83,24.23,3.14,76.28,22.19,2.3
2015-10-11,27.93,32.39,24.62,9.86,80.13,18.94,1.32
2015-10-12,27.8,31.39,25.66,8.66,81.36,13.45,0.86
2015-10-13,28.46,33.36,24.86,0.7,76.41,21.94,1.31
2015-10-14,28.29,33.37,24.91,0.26,73.3,22.44,1.39
2015-10-15,28.02,33.57,24.22,0.07,72.72,22.39,1.42
2015-10-16,27.78,33.49,23.94,0.0,73.43,20.41,1.87
2015-10-17,27.65,33.15,22.81,0.37,77.0,20.81,2.23
2015-10-18,27.85,31.63,25.07,4.92,81.03,15.64,2.33
2015-10-19,27.74,30.98,25.69,4.38,84.23,21.9,1.83
2015-10-20,27.99,32.58,24.8,0.45,78.81,21.58,1.96
2015-10-21,28.11,33.62,24.29,0.3,75.24,20.7,2.04
2015-10-22,27.95,33.71,23.59,0.01,71.36,22.12,2.19
2015-10-23,28.04,33.58,23.26,0.25,72.14,20.5,2.48
2015-10-24,27.81,32.49,24.47,3.03,76.5,19.74,2.88
2015-10-25,27.42,32.93,23.07,0.6,71.21,17.46,3.27
2015-10-26,27.68,33.3,23.12,0.72,68.39,14.9,2.9
2015-10-27,27.36,31.89,23.89,8.79,77.13,14.83,2.99
2015-10-28,26.61,29.89,24.35,13.73,82.45,15.28,1.85
2015-10-29,26.86,31.37,23.32,2.46,78.88,15.12,2.52
2015-10-30,26.7,30.35,24.03,10.81,82.69,16.19,1.98
2015-10-31,26.57,29.18,24.88,10.13,87.78,8.87,1.65
2015-11-01,26.39,29.34,24.49,15.7,86.96,14.0,1.81
2015-11-02,26.53,29.6,24.04,23.62,83.81,14.56,0.94
2015-11-03,26.59,29.84,24.01,7.22,84.15,15.63,1.11
2015-11-04,26.83,30.69,23.61,14.58,84.2,17.45,1.56
2015-11-05,26.61,29.89,24.64,15.44,86.03,15.59,1.64
2015-11-06,26.1,28.93,24.24,14.95,87.86,17.13,2.53
2015-11-07,26.1,28.8,24.29,34.69,89.78,12.8,2.66
2015-11-08,25.69,27.72,24.26,39.4,92.68,3.07,2.53
2015-11-09,25.32,27.04,24.2,68.17,94.32,1.32,3.2
2015-11-10,26.81,30.31,24.08,10.22,84.78,9.73,3.36
2015-11-11,26.61,29.73,24.35,3.98,86.64,7.69,1.19
2015-11-12,26.65,30.07,24.27,3.06,86.44,15.95,1.61
2015-11-13,25.31,27.14,24.25,12.76,94.32,9.67,2.44
2015-11-14,24.73,26.67,22.79,16.72,92.84,3.83,2.99
2015-11-15,25.33,26.87,23.9,52.86,94.43,4.43,2.89
2015-11-16,25.39,27.24,24.19,11.9,93.34,10.1,3.49
2015-11-17,25.97,29.38,23.26,1.92,87.2,11.38,1.2
2015-11-18,25.66,27.62,24.12,4.45,92.58,11.49,1.89
2015-11-19,25.75,27.92,24.46,6.53,93.58,12.86,2.18
2015-11-20,25.92,28.44,23.98,15.09,91.49,12.67,2.2
2015-11-21,25.63,27.84,24.25,8.3,90.63,17.16,2.53
2015-11-22,25.91,27.74,24.81,56.91,93.06,3.05,2.75
2015-11-23,26.22,29.0,24.15,20.92,91.34,12.08,2.02
2015-11-24,26.06,29.08,24.24,2.97,90.44,16.61,2.98
2015-11-25,24.82,28.02,22.42,0.08,87.45,21.23,2.75
2015-11-26,24.5,27.88,21.22,3.28,90.25,14.34,2.69
2015-11-27,25.22,28.29,23.26,4.32,90.19,16.05,2.69
2015-11-28,24.4,26.83,22.42,1.06,90.31,19.55,2.95
2015-11-29,24.8,27.18,23.02,21.23,93.62,10.42,2.88
2015-11-30,24.91,26.66,23.5,36.23,94.16,11.47,3.08
2015-12-01,25.05,26.45,23.85,26.04,95.25,2.74,2.86
2015-12-02,25.27,26.85,23.8,35.13,95.42,5.65,2.43
2015-12-03,24.29,25.96,22.51,35.47,95.29,6.22,4.23
2015-12-04,25.32,27.56,23.9,18.93,93.74,11.08,3.83
2015-12-05,25.49,27.34,24.36,20.12,93.56,6.68,3.61
2015-12-06,25.65,26.87,24.92,25.75,94.85,10.47,3.44
2015-12-07,25.43,27.48,24.3,13.73,93.66,7.11,4.06
2015-12-08,24.44,26.02,23.14,41.17,93.49,8.09,4.41
2015-12-09,25.21,28.38,22.9,3.7,92.91,8.94,2.87
2015-12-10,25.76,28.25,23.97,6.89,93.39,12.91,2.81
2015-12-11,25.73,28.93,23.36,1.72,91.42,12.85,2.3
2015-12-12,25.73,28.88,23.45,2.52,88.21,15.3,1.82
2015-12-13,25.74,29.31,23.05,0.53,85.45,17.34,1.38
2015-12-14,25.4,28.64,23.19,1.18,90.29,13.97,2.24
2015-12-15,24.87,28.66,22.02,0.13,86.84,14.98,1.98
2015-12-16,23.82,27.51,20.93,0.02,85.43,17.24,1.96
2015-12-17,24.89,28.9,21.8,0.17,85.98,16.99,1.95
2015-12-18,25.12,28.54,22.69,1.84,89.27,15.28,2.3
2015-12-19,25.07,28.62,22.39,1.29,89.24,16.37,2.32
2015-12-20,24.79,28.53,21.63,0.17,87.64,15.96,2.46
2015-12-21,23.56,28.12,19.94,0.0,84.37,21.21,1.76
2015-12-22,23.96,28.58,20.09,0.0,86.42,19.71,1.74
2015-12-23,24.61,28.45,21.84,0.02,86.14,17.52,2.26
2015-12-24,24.24,28.38,21.19,0.02,86.2,18.54,2.19
2015-12-25,24.27,28.17,20.96,0.02,85.32,17.97,2.58
2015-12-26,24.35,27.77,21.78,0.12,87.0,16.79,3.31
2015-12-27,24.77,28.02,22.77,1.17,87.21,12.21,3.92
2015-12-28,24.19,27.73,21.57,0.98,88.73,14.24,4.08
2015-12-29,24.08,28.03,20.68,0.29,88.45,16.62,3.74
2015-12-30,23.73,27.65,20.51,0.05,86.16,20.77,3.09
2015-12-31,23.84,27.82,21.17,0.03,82.54,17.46,3.05
2016-01-01,23.37,27.74,19.8,0.0,82.61,17.63,3.02
2016-01-02,23.0,27.61,19.9,0.0,83.56,18.11,3.06
2016-01-03,22.27,27.43,18.06,0.02,85.15,20.73,2.51
2016-01-04,22.65,27.57,18.83,0.04,84.24,19.76,2.38
2016-01-05,23.39,27.91,19.78,0.06,85.15,16.74,2.78
2016-01-06,23.78,27.61,20.87,0.26,85.05,15.43,3.13
2016-01-07,23.43,27.84,20.2,0.17,84.57,16.16,2.67
2016-01-08,23.14,27.37,19.65,0.11,85.67,17.54,2.64
2016-01-09,23.01,27.5,19.91,0.02,84.72,18.11,2.39
2016-01-10,22.86,27.57,19.56,0.04,83.75,19.0,2.48
2016-01-11,22.67,27.53,18.89,0.07,83.15,19.24,2.56
2016-01-12,22.56,27.38,18.8,0.06,82.03,20.07,2.32
2016-01-13,22.58,27.28,18.76,0.0,84.1,17.34,1.93
2016-01-14,22.07,27.27,18.01,0.0,82.41,19.01,2.3
2016-01-15,22.32,27.32,18.17,0.04,81.39,19.8,1.98
2016-01-16,22.39,27.03,18.52,0.01,84.11,18.16,2.06
2016-01-17,22.59,26.53,19.75,0.0,81.81,18.39,1.87
2016-01-18,23.23,27.84,18.9,0.0,82.89,17.48,1.81
2016-01-19,24.55,28.85,21.59,0.02,83.46,16.43,1.69
2016-01-20,24.82,29.07,21.57,0.01,83.84,12.92,1.68
2016-01-21,25.07,29.28,22.24,0.0,85.09,11.55,2.07
2016-01-22,24.96,29.29,21.75,0.01,85.18,14.19,2.31
2016-01-23,25.15,29.26,22.29,0.07,85.94,14.44,2.78
2016-01-24,25.5,29.67,22.34,0.36,86.52,11.86,2.79
2016-01-25,25.3,29.54,22.46,0.02,83.83,17.84,2.48
2016-01-26,24.9,29.48,21.7,0.0,83.05,17.37,2.06
2016-01-27,24.35,29.47,20.72,0.0,81.26,19.9,1.99
2016-01-28,24.09,29.9,19.85,0.0,80.31,21.45,1.62
2016-01-29,24.0,29.69,19.74,0.0,82.01,21.49,1.91
2016-01-30,23.97,29.47,19.81,0.0,82.73,21.78,2.07
2016-01-31,23.79,29.39,19.63,0.05,84.49,21.03,2.3
2016-02-01,23.67,29.61,19.37,0.06,80.78,20.88,1.77
2016-02-02,23.65,29.94,18.79,0.02,81.59,22.21,1.95
2016-02-03,24.03,30.28,20.28,0.0,80.21,21.16,1.61
2016-02-04,24.27,30.33,19.81,0.04,78.86,21.85,2.18
2016-02-05,24.67,30.15,20.54,0.27,77.34,19.61,2.12
2016-02-06,24.65,29.52,20.74,0.02,80.49,16.12,1.75
2016-02-07,25.98,31.19,22.18,0.07,79.95,19.72,1.96
2016-02-08,25.89,31.37,21.97,0.01,79.57,19.16,2.11
2016-02-09,25.62,31.53,21.13,0.0,79.26,21.36,1.94
2016-02-10,25.34,31.67,20.71,0.01,77.59,21.54,1.88
2016-02-11,25.26,31.51,21.11,0.0,75.83,21.21,1.77
2016-02-12,25.33,31.82,20.95,0.0,74.33,20.94,1.74
2016-02-13,25.84,31.99,21.52,0.0,76.64,20.35,1.75
2016-02-14,25.13,31.09,20.35,0.03,75.71,22.47,2.15
2016-02-15,26.01,32.1,21.2,0.08,74.17,21.83,2.45
2016-02-16,26.34,32.07,22.58,0.01,75.18,22.2,2.63
2016-02-17,26.76,32.16,22.55,0.03,75.39,18.95,3.31
2016-02-18,27.04,32.17,23.67,0.05,75.33,21.08,3.21
2016-02-19,26.88,32.44,22.92,0.1,76.01,21.43,2.71
2016-02-20,27.67,33.9,23.01,0.03,76.78,22.2,2.26
2016-02-21,27.8,34.63,23.47,0.0,73.42,21.97,1.88
2016-02-22,27.6,34.66,22.64,0.0,71.87,24.12,1.85
2016-02-23,26.66,33.87,21.53,0.0,70.71,24.37,2.08
2016-02-24,26.99,34.59,21.21,0.0,66.87,25.01,1.8
2016-02-25,28.12,34.84,22.77,0.0,71.89,22.17,1.94
2016-02-26,27.92,33.96,23.86,0.01,71.34,22.1,2.8
2016-02-27,27.99,33.77,23.79,0.08,71.91,19.32,3.13
2016-02-28,28.12,33.41,24.5,0.05,73.44,19.29,3.04
2016-02-29,27.31,32.28,24.42,0.01,72.4,18.35,2.69
2016-03-01,28.1,34.06,24.04,0.04,70.68,19.47,2.72
2016-03-02,27.97,34.05,23.69,0.01,68.5,19.06,2.74
2016-03-03,26.73,30.85,23.55,0.0,72.94,22.43,2.36
2016-03-04,27.1,32.7,22.66,0.01,73.42,18.94,2.31
2016-03-05,28.03,34.69,23.51,0.15,69.52,22.36,2.32
2016-03-06,28.09,34.84,23.03,0.0,67.51,24.67,2.2
2016-03-07,28.35,35.1,23.68,0.05,66.4,23.75,2.39
2016-03-08,28.03,34.77,23.05,0.25,67.41,23.86,2.26
2016-03-09,28.61,35.11,23.31,0.05,64.61,23.07,1.75
2016-03-10,28.54,34.51,24.09,0.01,70.12,21.69,1.79
2016-03-11,29.98,37.34,25.09,0.01,66.28,23.1,1.87
2016-03-12,29.77,36.93,25.1,0.02,64.53,23.06,2.02
2016-03-13,29.78,37.13,24.17,0.0,64.17,24.25,1.89
2016-03-14,29.8,37.18,24.16,0.0,65.26,23.13,2.41
2016-03-15,29.74,37.53,23.89,0.0,63.99,23.49,2.22
2016-03-16,30.03,37.45,24.56,0.25,65.21,21.55,2.17
2016-03-17,30.47,37.95,25.63,0.47,62.36,21.25,1.99
2016-03-18,29.65,37.53,24.34,0.0,61.69,22.79,2.08
2016-03-19,29.99,38.68,22.95,0.01,59.5,25.51,2.04
2016-03-20,30.33,38.46,24.07,0.0,56.38,24.79,2.32
2016-03-21,30.96,39.22,23.99,0.0,54.94,22.97,2.33
2016-03-22,31.88,39.86,25.24,0.0,59.51,22.21,2.99
2016-03-23,31.97,39.5,26.02,0.0,61.45,23.74,2.64
2016-03-24,31.07,38.49,26.0,0.0,59.39,23.73,2.58
2016-03-25,29.64,37.02,24.56,0.0,63.54,24.17,2.53
2016-03-26,29.46,37.34,23.55,0.0,58.68,24.85,2.26
2016-03-27,29.84,37.54,23.75,0.0,59.02,25.1,2.48
2016-03-28,30.59,38.01,24.9,0.29,63.9,25.02,2.72
2016-03-29,30.95,36.63,26.92,0.12,63.91,23.62,2.73
2016-03-30,30.63,37.8,25.17,0.02,65.46,24.33,2.62
2016-03-31,30.74,37.87,25.3,0.02,63.8,23.03,2.39
2016-04-01,30.99,38.71,24.91,0.04,60.82,25.07,2.28
2016-04-02,31.14,38.96,25.15,0.0,59.48,25.16,2.13
2016-04-03,31.38,39.51,25.01,0.01,59.18,25.02,2.14
2016-04-04,31.06,38.86,24.94,0.01,58.8,25.51,2.18
2016-04-05,31.46,39.13,24.84,0.03,60.36,26.61,2.54
2016-04-06,32.24,39.11,26.98,0.64,59.04,25.04,2.69
2016-04-07,31.99,38.22,27.99,0.52,62.38,23.52,2.42
2016-04-08,31.87,38.1,27.85,0.19,62.84,23.0,2.48
2016-04-09,31.66,37.34,27.23,0.18,61.98,23.71,2.49
2016-04-10,31.99,38.57,27.41,0.17,60.39,24.7,2.7
2016-04-11,32.37,38.86,27.72,0.02,58.01,25.06,2.4
2016-04-12,32.94,39.84,27.44,0.01,57.87,25.01,2.98
2016-04-13,34.14,41.64,28.08,0.0,54.84,24.03,2.55
2016-04-14,33.14,38.35,29.77,0.01,59.32,22.39,3.45
2016-04-15,33.0,39.71,28.16,0.02,60.52,24.32,2.61
2016-04-16,32.65,38.15,28.74,0.18,60.9,24.26,2.95
2016-04-17,31.74,36.27,28.06,0.06,64.38,24.59,2.59
2016-04-18,32.03,38.17,27.36,0.15,63.53,26.08,2.84
2016-04-19,32.38,38.86,28.06,0.31,62.25,25.59,2.82
2016-04-20,32.68,39.36,27.69,0.03,60.14,25.7,2.48
2016-04-21,33.44,40.59,28.34,0.1,58.23,25.42,3.33
